main/loss,validation/main/loss,iteration,exponentialshift/lr,epoch,main/accuracy,validation/main/accuracy
1.8552387952804565,1.5583727359771729,1563,0.0097,1,0.30884116888046265,0.4150000512599945
1.4786802530288696,1.427738904953003,3125,0.009408999999999999,2,0.4615076780319214,0.48549994826316833
1.3197755813598633,1.1858633756637573,4688,0.00912673,3,0.5256317853927612,0.5673000812530518
1.1848756074905396,1.1743910312652588,6250,0.008852928099999999,4,0.5781850218772888,0.5819000005722046
1.0743849277496338,1.0942221879959106,7813,0.008587340257,5,0.6183820962905884,0.6151000261306763
0.9933137893676758,1.1289891004562378,9375,0.008329720049289998,6,0.6540693044662476,0.6201001405715942
0.9248894453048706,1.0001800060272217,10938,0.008079828447811297,7,0.6765635013580322,0.6549000144004822
0.8784887194633484,0.9117279052734375,12500,0.007837433594376959,8,0.6937220096588135,0.6897000074386597
0.8346383571624756,0.9592024683952332,14063,0.007602310586545651,9,0.7101727724075317,0.6680999994277954
0.802437424659729,0.7785402536392212,15625,0.007374241268949281,10,0.7214308381080627,0.7344000339508057
0.7709767818450928,0.8389006853103638,17188,0.007153014030880802,11,0.7326055765151978,0.7131000757217407
0.7495042085647583,0.9298440217971802,18750,0.006938423609954378,12,0.7399767637252808,0.6894000768661499
0.7241243124008179,0.7560971975326538,20313,0.006730270901655747,13,0.7506198287010193,0.7416998744010925
0.7023350596427917,0.9926390647888184,21875,0.006528362774606074,14,0.757382333278656,0.6658000349998474
0.6798667311668396,0.7488667964935303,23438,0.006332511891367892,15,0.7666546702384949,0.7440000772476196
0.6566162705421448,0.718390941619873,25000,0.006142536534626855,16,0.7705265879631042,0.7569999694824219
0.6463306546211243,0.7335529327392578,26563,0.005958260438588049,17,0.7756317853927612,0.7461000680923462
0.6253181099891663,0.7525259852409363,28125,0.005779512625430408,18,0.783450722694397,0.7410999536514282
0.6063268184661865,0.695970892906189,29688,0.005606127246667495,19,0.790946900844574,0.7616000175476074
0.5929529666900635,0.7766162157058716,31250,0.00543794342926747,20,0.795954704284668,0.7333999872207642
0.5725527405738831,0.6933702230453491,32813,0.005274805126389446,21,0.800643801689148,0.7646999359130859
0.5550928115844727,0.6999143362045288,34375,0.005116560972597763,22,0.8073583841323853,0.7595000267028809
0.5370462536811829,0.801474928855896,35938,0.004963064143419829,23,0.8142394423484802,0.7476998567581177
0.5222620368003845,0.6862351894378662,37500,0.004814172219117234,24,0.8190820813179016,0.7744999527931213
0.5048409104347229,0.7218830585479736,39063,0.004669747052543717,25,0.8257957696914673,0.7576999664306641
0.48593640327453613,0.7012456059455872,40625,0.004529654640967405,26,0.8320462703704834,0.7611001133918762
0.4691404104232788,0.6898781061172485,42188,0.004393765001738383,27,0.8380718231201172,0.7702000141143799
0.442958265542984,0.6958411931991577,43750,0.004261952051686231,28,0.846410870552063,0.7637999057769775
0.42626824975013733,0.6652683019638062,45313,0.004134093490135644,29,0.8495481610298157,0.7835999727249146
0.409714013338089,0.767559826374054,46875,0.004010070685431575,30,0.8568542003631592,0.756300151348114
0.39007076621055603,0.708122730255127,48438,0.0038897685648686276,31,0.8646833300590515,0.7713000178337097
0.3684842884540558,0.707114577293396,50000,0.003773075507922569,32,0.8714788556098938,0.7698999047279358
0.3493821322917938,0.6833933591842651,51563,0.0036598832426848918,33,0.8793985843658447,0.7820001244544983
0.32482966780662537,0.7018038630485535,53125,0.0035500867454043446,34,0.8880841732025146,0.7765000462532043
0.3125692307949066,0.7076012492179871,54688,0.0034435841430422143,35,0.891814649105072,0.7683999538421631
0.2882333993911743,0.7863346338272095,56250,0.0033402766187509477,36,0.9014084339141846,0.7595999240875244
0.2734215557575226,0.7254980802536011,57813,0.003240068320188419,37,0.9052103161811829,0.7770000696182251
0.24845966696739197,0.8807812929153442,59375,0.0031428662705827665,38,0.9141725301742554,0.7402998805046082
0.24788498878479004,0.7886379957199097,60938,0.003048580282465283,39,0.9148672223091125,0.7511000037193298
0.21737977862358093,0.7639980316162109,62500,0.0029571228739913246,40,0.9251960515975952,0.7614001035690308
0.21700765192508698,0.7704464197158813,64063,0.002868409187771585,41,0.9269033670425415,0.7601999044418335
0.19793115556240082,0.7540513873100281,65625,0.0027823569121384374,42,0.9335787296295166,0.7742000818252563
0.18877734243869781,0.8065320253372192,67188,0.002698886204774284,43,0.93662029504776,0.7565000653266907
0.17420941591262817,0.7985693216323853,68750,0.0026179196186310555,44,0.9422414898872375,0.7713000178337097
0.1676000952720642,0.738629937171936,70313,0.002539382030072124,45,0.9446777105331421,0.7770000696182251
0.15278507769107819,0.8091840744018555,71875,0.00246320056916996,46,0.94928377866745,0.7733999490737915
0.1455683410167694,0.8060500025749207,73438,0.0023893045520948612,47,0.9514955282211304,0.7793000340461731
0.14291775226593018,0.8169180154800415,75000,0.0023176254155320153,48,0.9534450769424438,0.7555999755859375
0.13072717189788818,0.8036221265792847,76563,0.0022480966530660546,49,0.9578734636306763,0.7780000567436218
0.12812671065330505,0.8405947685241699,78125,0.002180653753474073,50,0.9598471522331238,0.7661999464035034
0.12147920578718185,0.8253408670425415,79688,0.0021152341408698506,51,0.9612724184989929,0.769300103187561
0.11313308775424957,0.8016335368156433,81250,0.0020517771166437553,52,0.9643085598945618,0.7726000547409058
0.1062656119465828,0.8169215321540833,82813,0.0019902238031444426,53,0.9672504663467407,0.7737000584602356
0.10157742351293564,0.8536894917488098,84375,0.0019305170890501092,54,0.9683498740196228,0.7691999673843384
0.09850183874368668,0.837550163269043,85938,0.0018726015763786059,55,0.9689099192619324,0.7645000219345093
0.09289093315601349,0.778240978717804,87500,0.0018164235290872477,56,0.9717109203338623,0.7735998630523682
0.09093501418828964,0.8623294830322266,89063,0.00176193082321463,57,0.9736084342002869,0.767300009727478
0.08395420759916306,0.8801738619804382,90625,0.0017090728985181911,58,0.9754321575164795,0.7704000473022461
0.08307893574237823,0.8437564969062805,92188,0.0016578007115626452,59,0.9760076999664307,0.7650999426841736
0.07259474694728851,0.9055064916610718,93750,0.0016080666902157658,60,0.9801136255264282,0.7580999732017517
0.07230095565319061,0.877074122428894,95313,0.001559824689509293,61,0.9798864126205444,0.7689999341964722
0.0724513828754425,0.8384084701538086,96875,0.001513029948824014,62,0.9798535704612732,0.7674000263214111
0.0636899545788765,0.8525768518447876,98438,0.0014676390503592937,63,0.982945442199707,0.7684000730514526
0.06859319657087326,0.9345553517341614,100000,0.001423609878848515,64,0.9816741347312927,0.7587999105453491
0.05970975384116173,1.038421869277954,101563,0.0013809015824830593,65,0.9847248792648315,0.7442998886108398
0.05649830400943756,0.8747748136520386,103125,0.0013394745350085674,66,0.9857154488563538,0.7692000865936279
0.06229386851191521,0.8990473747253418,104688,0.0012992902989583106,67,0.9836452603340149,0.7580000758171082
0.05446876958012581,0.8592588305473328,106250,0.0012603115899895612,68,0.986835777759552,0.7724000215530396
0.05574551597237587,0.9203782081604004,107813,0.0012225022422898742,69,0.9864043593406677,0.7572000026702881
0.05384529381990433,0.8488630056381226,109375,0.001185827175021178,70,0.9871758818626404,0.7724000215530396
0.04563319683074951,0.8755165338516235,110938,0.0011502523597705426,71,0.9899232387542725,0.7668999433517456
0.043877482414245605,0.8708097338676453,112500,0.0011157447889774265,72,0.9911571741104126,0.7722999453544617
0.042728524655103683,0.8988938331604004,114063,0.0010822724453081033,73,0.9914427399635315,0.7634000182151794
0.04743430018424988,0.8791192770004272,115625,0.0010498042719488605,74,0.9898167252540588,0.7700000405311584
0.04534343257546425,0.9119476079940796,117188,0.0010183101437903944,75,0.9904230833053589,0.7595000863075256
0.04580513760447502,0.888231635093689,118750,0.0009877608394766827,76,0.9901768565177917,0.7719999551773071
0.03609723225235939,0.8900613784790039,120313,0.0009581280142923822,77,0.9934821128845215,0.7747999429702759
0.033094365149736404,0.8566358685493469,121875,0.0009293841738636107,78,0.9940180778503418,0.7743000984191895
0.039711661636829376,0.8750640153884888,123438,0.0009015026486477024,79,0.9928222894668579,0.765999972820282
0.03424090892076492,0.8796285390853882,125000,0.0008744575691882713,80,0.9943782091140747,0.7615001201629639
0.03375031426548958,0.8857227563858032,126563,0.0008482238421126231,81,0.994741678237915,0.7666999697685242
0.029573066160082817,0.8972099423408508,128125,0.0008227771268492444,82,0.995538592338562,0.7659999132156372
0.032016340643167496,0.8798360824584961,129688,0.000798093813043767,83,0.9953414797782898,0.7658001184463501
0.03867894038558006,0.8792765736579895,131250,0.000774150998652454,84,0.9928977489471436,0.7672000527381897
0.036045849323272705,0.873494029045105,132813,0.0007509264686928804,85,0.9928622841835022,0.7714999914169312
0.025551708415150642,0.8951737284660339,134375,0.0007283986746320939,86,0.996878981590271,0.7678001523017883
0.024793367832899094,0.8741793632507324,135938,0.0007065467143931311,87,0.9973008632659912,0.7709000706672668
0.01904786378145218,0.8608586192131042,137500,0.0006853503129613371,88,0.9988796710968018,0.7700999975204468
0.0325251966714859,0.9076423645019531,139063,0.000664789803572497,89,0.9956814050674438,0.7591001391410828
0.041543230414390564,0.9271224737167358,140625,0.000644846109465322,90,0.9926576614379883,0.7660000324249268
0.02910788729786873,0.8725587129592896,142188,0.0006255007261813624,91,0.9956613779067993,0.7659000754356384
0.022690534591674805,0.8891498446464539,143750,0.0006067357043959214,92,0.9978793263435364,0.7689000368118286
0.016632936894893646,0.9383460879325867,145313,0.0005885336332640439,93,0.9992802143096924,0.758400022983551
0.027951756492257118,0.883581280708313,146875,0.0005708776242661224,94,0.9969790577888489,0.7638000249862671
0.018977321684360504,0.9224783182144165,148438,0.0005537512955381388,95,0.9988603591918945,0.7666999101638794
0.018570058047771454,0.9097488522529602,150000,0.0005371387566719946,96,0.9987596273422241,0.7587000131607056
0.02473766729235649,0.8691388964653015,151563,0.0005210245939718347,97,0.997600793838501,0.7653000950813293
0.020689094439148903,0.900485634803772,153125,0.0005053938561526797,98,0.9986996054649353,0.7654000520706177
0.015034693293273449,0.9243913888931274,154688,0.0004902320404680993,99,0.9996801018714905,0.7635000348091125
0.014817457646131516,0.9664427042007446,156250,0.0004755250792540563,100,0.9997199177742004,0.755699872970581
